truck_brand,truck_model,truck_year,engine_model,transmission,axle_type,market_price_mex,ubication
Kenworth,T800,2000,PACCAR MX13,Eaton Fuller 13-speed,46k,250000,Tamaulipas
International,9900i,2015,MaxxForce 13,Eaton Fuller 18-speed,52k,527000,Coahuila
Peterbilt,579,2005,PACCAR MX13,Eaton UltraShift,40k,366000,Colima
Kenworth,W900,2002,PACCAR MX11,Eaton Fuller RTLO-16913A,46k,289000,Michoacán
International,9900i,2001,Cummins ISB 6.7,Allison 4000,46k,302000,Oaxaca
Freightliner,FLD120,2014,Cummins X15,Eaton Fuller 13-speed,52k,489000,Chihuahua
Kenworth,T800,2022,Cummins X15,Eaton Fuller 18-speed,52k,916000,Tamaulipas
Volvo,VNL670,2009,Detroit DD13,Eaton Fuller 13-speed,46k,323000,Quintana Roo
Mack,Granite,2016,Mack MP8,Mack mDRIVE,52k,287000,Aguascalientes
Kenworth,T660,2001,PACCAR MX13,Eaton UltraShift,52k,328000,Sinaloa
Kenworth,T800,2009,PACCAR MX11,Eaton Fuller RTLO-16913A,46k,473000,Chiapas
Freightliner,Columbia,2016,Cummins ISX15,Eaton Fuller RTLO-16913A,52k,496000,Quintana Roo
Peterbilt,379,2022,Cummins ISX15,Eaton Fuller 13-speed,52k,975000,Jalisco
International,9900i,2014,MaxxForce 13,Allison 3000,52k,553000,Ciudad de México
Volvo,VNM,2016,Detroit DD13,Allison 4000,40k,494000,Tamaulipas
Mack,Granite,2006,Mack MP8,Mack mDRIVE,52k,170000,Guanajuato
Mack,Anthem,2019,Mack MP10,Eaton Fuller 18-speed,46k,368000,Morelos
Volvo,VNL670,2007,Detroit DD13,Eaton Fuller 10-speed,40k,265000,Nayarit
Kenworth,T370,2002,Cummins ISX15,Eaton Fuller 18-speed,40k,355000,San Luis Potosí
International,9900i,2010,MaxxForce 15,Allison 4000,52k,450000,Querétaro
Peterbilt,379,2009,Cummins ISX15,Eaton Fuller RTLO-16718B,40k,421000,Durango
Peterbilt,389,2002,Cummins ISX15,Eaton Fuller 13-speed,52k,249000,Chihuahua
Kenworth,T660,2003,PACCAR MX11,Eaton Fuller RTLO-16718B,40k,350000,Hidalgo
Freightliner,Cascadia,2001,Cummins ISX15,Allison 4500RDS,52k,272000,Querétaro
Freightliner,FLD120,2011,Detroit DD15,Detroit DT12,40k,419000,Nuevo León
Mack,Anthem,2020,Mack MP10,Eaton Fuller 18-speed,46k,478000,Ciudad de México
International,Durastar,2014,MaxxForce 13,Eaton Fuller 13-speed,52k,544000,Ciudad de México
Peterbilt,579,2003,Cummins ISX15,Eaton Fuller 18-speed,40k,248000,Durango
International,9900i,2021,Cummins ISB 6.7,Eaton Fuller 18-speed,52k,693000,Puebla
Freightliner,M2 106,2012,Cummins ISX15,Eaton Fuller 10-speed,52k,430000,Colima
Mack,Pinnacle,2010,Mack MP8,Eaton Fuller 13-speed,46k,240000,Baja California
Kenworth,T370,2017,PACCAR MX11,Eaton UltraShift,52k,736000,Guerrero
Kenworth,T370,2006,PACCAR MX13,Eaton Fuller RT-8908LL,46k,417000,Ciudad de México
International,9900i,2011,MaxxForce 15,Allison 3000,46k,471000,Jalisco
Peterbilt,389,2005,Cummins X15,Eaton Fuller RTLO-16913A,46k,289000,Quintana Roo
International,9900i,2009,Cummins ISC 8.3,Eaton Fuller 13-speed,40k,416000,Durango
Kenworth,T800,2000,Cummins ISX15,Eaton Fuller 13-speed,52k,238000,Michoacán
Mack,Pinnacle,2003,Mack MP10,Eaton Fuller 13-speed,46k,136000,Morelos
International,LT625,2021,MaxxForce 13,Eaton Fuller 13-speed,40k,921000,Puebla
Freightliner,M2 106,2006,Cummins X15,Detroit DT12,52k,307000,Guerrero
Mack,Granite,2017,Mack MP10,Eaton Fuller 13-speed,52k,332000,Tlaxcala
Freightliner,Cascadia,2006,Cummins ISX15,Allison 4500RDS,46k,293000,Campeche
Volvo,VNL670,2000,Cummins ISX15,Eaton Fuller 13-speed,40k,217000,San Luis Potosí
Kenworth,W900,2008,Cummins X15,Eaton Fuller RTLO-16913A,46k,439000,Tlaxcala
Kenworth,T680,2007,Cummins ISX15,Eaton UltraShift,40k,403000,San Luis Potosí
Mack,Anthem,2011,Mack MP8,Eaton Fuller 18-speed,40k,251000,Yucatán
Kenworth,T370,2013,PACCAR MX11,Eaton Fuller 13-speed,40k,550000,Baja California
Kenworth,T660,2002,PACCAR MX13,Eaton Fuller 18-speed,40k,308000,Guanajuato
International,ProStar,2000,MaxxForce 13,Eaton Fuller 13-speed,40k,185000,Durango
Mack,Anthem,2003,Mack MP8,Mack mDRIVE,40k,177000,Guerrero
Volvo,VNM,2018,Volvo D13,Eaton Fuller 13-speed,46k,550000,Sinaloa
Freightliner,Cascadia,2018,Detroit DD15,Allison 4500RDS,46k,614000,Tamaulipas
Volvo,VNM,2010,Detroit DD13,Allison 4000,46k,350000,Baja California Sur
Peterbilt,389,2013,PACCAR MX11,Eaton Fuller 13-speed,46k,513000,Nuevo León
Freightliner,M2 106,2010,Detroit DD13,Eaton Fuller 13-speed,40k,400000,Durango
Mack,Pinnacle,2002,Mack MP10,Mack mDRIVE,40k,113000,Chihuahua
International,9900i,2005,MaxxForce 15,Eaton Fuller 18-speed,52k,336000,Estado de México
International,Durastar,2015,Cummins ISC 8.3,Eaton Fuller 10-speed,52k,598000,Chiapas
Mack,Granite,2008,Mack MP8,Mack mDRIVE,40k,202000,Chiapas
Mack,Pinnacle,2005,Mack MP8,Eaton Fuller 18-speed,40k,184000,Baja California Sur
Mack,Granite,2005,Mack MP8,Eaton Fuller 13-speed,52k,181000,Yucatán
Peterbilt,389,2007,Cummins ISX15,Eaton Fuller 18-speed,40k,392000,Querétaro
International,Durastar,2013,MaxxForce 13,Eaton Fuller 13-speed,40k,493000,Oaxaca
Freightliner,Columbia,2009,Detroit DD15,Eaton Fuller 13-speed,52k,379000,Chiapas
Peterbilt,389,2000,Cummins ISX15,Eaton UltraShift,40k,239000,Baja California
Volvo,VNM,2017,Volvo D13,Allison 4000,46k,448000,Baja California
Mack,Pinnacle,2021,Mack MP10,Eaton Fuller 13-speed,52k,446000,Estado de México
Kenworth,T800,2018,Cummins X15,Eaton Fuller 18-speed,40k,678000,Tabasco
Volvo,VNL760,2015,Cummins ISX15,Eaton Fuller 13-speed,46k,412000,Oaxaca
Freightliner,Columbia,2012,Cummins X15,Eaton Fuller RTLO-16913A,40k,434000,Guerrero
Peterbilt,389,2006,PACCAR MX13,Eaton UltraShift,40k,327000,Aguascalientes
Freightliner,Cascadia,2012,Detroit DD13,Eaton Fuller 10-speed,52k,443000,Ciudad de México
Peterbilt,389,2003,PACCAR MX11,Eaton Fuller RTLO-16718B,52k,307000,Guanajuato
International,ProStar,2005,MaxxForce 15,Allison 4000,52k,316000,Durango
Peterbilt,379,2014,PACCAR MX11,Eaton UltraShift,52k,556000,Zacatecas
Volvo,VNM,2016,Detroit DD13,Volvo I-Shift,52k,469000,Michoacán
Mack,Pinnacle,2003,Mack MP10,Eaton Fuller 13-speed,46k,175000,Durango
Volvo,VNL760,2013,Cummins ISX15,Eaton Fuller 10-speed,46k,403000,Baja California Sur
Peterbilt,379,2004,Cummins X15,Eaton Fuller 18-speed,40k,327000,Baja California
Freightliner,Columbia,2005,Detroit DD15,Eaton Fuller 13-speed,40k,308000,Baja California Sur
Freightliner,M2 106,2010,Detroit DD15,Detroit DT12,52k,400000,Campeche
International,9900i,2009,Cummins ISX15,Eaton Fuller 13-speed,52k,428000,Tlaxcala
Kenworth,W900,2015,Cummins X15,Eaton Fuller RT-8908LL,52k,611000,Aguascalientes
Mack,Pinnacle,2014,Mack MP10,Mack mDRIVE,40k,294000,Durango
Mack,Anthem,2011,Mack MP8,Eaton Fuller 18-speed,46k,251000,Oaxaca
Peterbilt,379,2006,Cummins X15,Eaton Fuller RTLO-16718B,46k,363000,Durango
Freightliner,M2 106,2019,Mercedes MBE4000,Eaton Fuller 10-speed,52k,655000,Chiapas
Freightliner,Cascadia,2012,Detroit DD13,Eaton Fuller RTLO-16913A,40k,435000,Morelos
Freightliner,M2 106,2009,Mercedes MBE4000,Eaton Fuller 13-speed,52k,368000,Querétaro
Peterbilt,389,2000,PACCAR MX11,Eaton UltraShift,52k,198000,Querétaro
Freightliner,M2 106,2000,Detroit DD13,Eaton Fuller RTLO-16913A,52k,184000,Nuevo León
Volvo,VNL760,2010,Volvo D13,Eaton Fuller 10-speed,46k,350000,Coahuila
Mack,Pinnacle,2005,Mack MP7,Mack mDRIVE,52k,172000,Nayarit
International,9900i,2022,Cummins ISC 8.3,Allison 3000,52k,913000,Chihuahua
Peterbilt,389,2013,PACCAR MX13,Eaton UltraShift,52k,527000,Chihuahua
Kenworth,T680,2011,PACCAR MX13,Eaton UltraShift,40k,522000,Guanajuato
Peterbilt,579,2021,Cummins ISX15,Eaton Fuller RTLO-16718B,46k,897000,Ciudad de México
Peterbilt,579,2012,Cummins X15,Eaton Fuller RTLO-16718B,40k,495000,Zacatecas
Peterbilt,579,2004,PACCAR MX11,Eaton Fuller RTLO-16718B,40k,263000,Aguascalientes
Freightliner,Cascadia,2002,Cummins X15,Allison 4500RDS,46k,189000,Tlaxcala
Freightliner,Cascadia,2009,Detroit DD13,Eaton Fuller 10-speed,46k,368000,Aguascalientes
International,Durastar,2013,MaxxForce 15,Eaton Fuller 13-speed,40k,497000,Puebla
Volvo,VNL760,2017,Detroit DD13,Eaton Fuller 13-speed,46k,476000,Sinaloa
Volvo,VNL670,2002,Cummins ISX15,Eaton Fuller 10-speed,40k,220000,Nuevo León
Peterbilt,389,2001,PACCAR MX13,Eaton Fuller 13-speed,52k,247000,Puebla
Kenworth,T680,2016,Cummins ISX15,Eaton Fuller 13-speed,46k,674000,Guanajuato
Freightliner,FLD120,2001,Cummins ISX15,Eaton Fuller RTLO-16913A,52k,241000,Sinaloa
Peterbilt,579,2011,PACCAR MX11,Eaton Fuller 13-speed,40k,466000,Estado de México
Peterbilt,379,2008,Cummins X15,Eaton Fuller 18-speed,40k,373000,Quintana Roo
Mack,Granite,2009,Mack MP8,Eaton Fuller 18-speed,40k,230000,Hidalgo
Mack,Granite,2008,Mack MP7,Mack mDRIVE,46k,200000,Nuevo León
Freightliner,Cascadia,2013,Cummins ISX15,Eaton Fuller 13-speed,46k,466000,Coahuila
Mack,Pinnacle,2016,Mack MP8,Mack mDRIVE,52k,303000,San Luis Potosí
International,Durastar,2021,MaxxForce 13,Allison 4000,52k,827000,Tlaxcala
Freightliner,FLD120,2007,Detroit DD15,Detroit DT12,40k,333000,Sinaloa
Volvo,VNL760,2013,Cummins ISX15,Allison 4000,52k,395000,Sinaloa
Kenworth,W900,2015,Cummins X15,Eaton Fuller RT-8908LL,52k,665000,Estado de México
Peterbilt,389,2014,PACCAR MX11,Eaton UltraShift,46k,535000,Zacatecas
Volvo,VNM,2002,Detroit DD13,Eaton Fuller 13-speed,40k,188000,Hidalgo
Volvo,VNL760,2014,Detroit DD13,Volvo I-Shift,52k,417000,Oaxaca
Freightliner,Cascadia,2008,Cummins ISX15,Eaton Fuller RTLO-16913A,46k,337000,Aguascalientes
Mack,Granite,2015,Mack MP10,Eaton Fuller 13-speed,52k,300000,Jalisco
Kenworth,T680,2022,Cummins ISX15,Eaton Fuller RT-8908LL,46k,858000,Guerrero
Freightliner,M2 106,2013,Detroit DD13,Eaton Fuller RTLO-16913A,52k,456000,Guanajuato
Kenworth,T680,2013,Cummins X15,Eaton Fuller 18-speed,40k,560000,Chiapas
Volvo,VNL760,2017,Volvo D13,Eaton Fuller 10-speed,40k,519000,Baja California Sur
Freightliner,Columbia,2011,Detroit DD15,Eaton Fuller RTLO-16913A,46k,422000,Oaxaca
International,LT625,2014,MaxxForce 13,Eaton Fuller 18-speed,46k,561000,Tabasco
Freightliner,Cascadia,2003,Detroit DD13,Eaton Fuller 13-speed,40k,214000,Morelos
International,ProStar,2007,MaxxForce 13,Eaton Fuller 18-speed,40k,376000,Jalisco
International,ProStar,2015,Cummins ISX15,Allison 4000,46k,571000,Sonora
Volvo,VNL670,2016,Volvo D13,Eaton Fuller 10-speed,40k,449000,Chiapas
Freightliner,FLD120,2005,Detroit DD15,Allison 4500RDS,46k,305000,Puebla
Freightliner,Cascadia,2001,Cummins ISX15,Eaton Fuller 10-speed,40k,206000,Michoacán
Volvo,VNL760,2018,Detroit DD13,Allison 4000,40k,531000,Baja California Sur
Freightliner,M2 106,2018,Cummins X15,Detroit DT12,40k,520000,Aguascalientes
Peterbilt,389,2011,PACCAR MX11,Eaton Fuller RTLO-16718B,46k,464000,Nayarit
Mack,Pinnacle,2007,Mack MP8,Eaton Fuller 18-speed,46k,185000,Colima
Mack,Anthem,2012,Mack MP8,Eaton Fuller 18-speed,52k,269000,Tabasco
Volvo,VNL670,2008,Volvo D13,Eaton Fuller 13-speed,40k,297000,Chiapas
International,9900i,2003,Cummins ISC 8.3,Allison 3000,46k,300000,Sonora
Kenworth,T660,2017,PACCAR MX11,Eaton Fuller RTLO-16718B,40k,714000,Guanajuato
Kenworth,W900,2010,PACCAR MX13,Eaton Fuller RT-8908LL,52k,500000,Sinaloa
Peterbilt,579,2012,PACCAR MX11,Eaton Fuller RTLO-16913A,52k,501000,Baja California Sur
Mack,Granite,2009,Mack MP8,Mack mDRIVE,46k,219000,Chihuahua
Volvo,VNL760,2006,Detroit DD13,Allison 4000,40k,243000,Guanajuato
International,LT625,2004,Cummins ISC 8.3,Allison 4000,40k,300000,Chiapas
Freightliner,FLD120,2011,Detroit DD15,Eaton Fuller RTLO-16913A,46k,422000,Guanajuato
Peterbilt,389,2004,Cummins ISX15,Eaton UltraShift,40k,337000,Baja California
Kenworth,T800,2015,PACCAR MX11,Eaton Fuller RT-8908LL,40k,600000,Ciudad de México
Mack,Granite,2000,Mack MP7,Eaton Fuller 13-speed,40k,154000,Hidalgo
International,9900i,2017,MaxxForce 15,Eaton Fuller 18-speed,52k,564000,Coahuila
Kenworth,T660,2017,Cummins ISX15,Eaton Fuller RTLO-16913A,40k,734000,Oaxaca
Peterbilt,579,2019,Cummins X15,Eaton Fuller RTLO-16913A,46k,724000,Guerrero
Volvo,VNL670,2019,Volvo D13,Eaton Fuller 13-speed,52k,483000,Baja California Sur
Peterbilt,579,2002,PACCAR MX11,Eaton Fuller RTLO-16913A,52k,241000,Guerrero
Freightliner,FLD120,2019,Cummins X15,Eaton Fuller 10-speed,52k,626000,Morelos
International,ProStar,2015,MaxxForce 13,Eaton Fuller 13-speed,40k,550000,Hidalgo
International,LT625,2006,Cummins ISX15,Eaton Fuller 10-speed,40k,317000,San Luis Potosí
International,LT625,2003,MaxxForce 15,Allison 4000,52k,235000,Tabasco
Mack,Anthem,2000,Mack MP7,Eaton Fuller 13-speed,46k,94000,Jalisco
Kenworth,T800,2013,Cummins X15,Eaton Fuller 13-speed,52k,562000,Chiapas
Peterbilt,389,2001,Cummins X15,Eaton Fuller RTLO-16913A,46k,208000,Nayarit
Volvo,VNM,2020,Cummins ISX15,Allison 4000,40k,543000,Tlaxcala
Volvo,VNM,2000,Detroit DD13,Eaton Fuller 13-speed,52k,164000,Colima
International,LT625,2007,Cummins ISB 6.7,Allison 3000,46k,397000,Aguascalientes
Mack,Granite,2013,Mack MP10,Mack mDRIVE,40k,285000,Tamaulipas
Mack,Anthem,2007,Mack MP7,Mack mDRIVE,46k,203000,Chihuahua
Volvo,VNL670,2008,Detroit DD13,Eaton Fuller 13-speed,40k,322000,Colima
International,LT625,2012,Cummins ISC 8.3,Eaton Fuller 18-speed,46k,482000,Michoacán
Peterbilt,389,2003,PACCAR MX11,Eaton Fuller 18-speed,40k,326000,Puebla
Volvo,VNM,2009,Detroit DD13,Allison 4000,40k,323000,Morelos
Mack,Anthem,2002,Mack MP8,Mack mDRIVE,40k,168000,Sinaloa
Kenworth,T660,2002,PACCAR MX11,Eaton Fuller RT-8908LL,40k,320000,Oaxaca
Peterbilt,579,2015,PACCAR MX11,Eaton UltraShift,46k,595000,Coahuila
Kenworth,T800,2003,PACCAR MX13,Eaton Fuller 18-speed,52k,342000,Baja California
Freightliner,FLD120,2009,Detroit DD15,Eaton Fuller RTLO-16913A,46k,375000,Morelos
Mack,Granite,2012,Mack MP7,Eaton Fuller 13-speed,46k,268000,Querétaro
Kenworth,T370,2018,PACCAR MX13,Eaton Fuller 18-speed,40k,732000,Aguascalientes
International,ProStar,2008,MaxxForce 13,Eaton Fuller 18-speed,40k,386000,Guanajuato
Freightliner,FLD120,2002,Detroit DD13,Detroit DT12,52k,196000,Querétaro
Freightliner,M2 106,2004,Cummins ISX15,Eaton Fuller 10-speed,40k,233000,Sonora
Peterbilt,389,2015,Cummins ISX15,Eaton Fuller RTLO-16913A,46k,584000,Sinaloa
Volvo,VNL760,2017,Cummins ISX15,Eaton Fuller 13-speed,46k,512000,Baja California
Peterbilt,579,2016,Cummins X15,Eaton Fuller RTLO-16913A,52k,583000,Oaxaca
Freightliner,Cascadia,2003,Detroit DD13,Eaton Fuller 10-speed,46k,237000,Jalisco
Freightliner,FLD120,2012,Cummins X15,Eaton Fuller 13-speed,52k,447000,Oaxaca
Volvo,VNL670,2020,Detroit DD13,Eaton Fuller 13-speed,40k,560000,Guanajuato
Kenworth,T680,2005,Cummins X15,Eaton UltraShift,52k,388000,Baja California Sur
Volvo,VNL670,2019,Volvo D13,Eaton Fuller 10-speed,40k,493000,Coahuila
Mack,Pinnacle,2016,Mack MP10,Eaton Fuller 13-speed,46k,314000,Zacatecas
Freightliner,FLD120,2008,Cummins X15,Eaton Fuller 13-speed,52k,333000,Ciudad de México
Freightliner,FLD120,2021,Mercedes MBE4000,Eaton Fuller RTLO-16913A,46k,837000,Oaxaca
International,9900i,2012,Cummins ISX15,Eaton Fuller 13-speed,40k,489000,Tabasco
Kenworth,T680,2020,PACCAR MX13,Eaton Fuller RTLO-16718B,40k,975000,Puebla
International,Durastar,2020,Cummins ISB 6.7,Allison 3000,40k,845000,Nayarit
Peterbilt,379,2008,Cummins ISX15,Eaton Fuller RTLO-16913A,40k,403000,Morelos
Kenworth,T660,2022,PACCAR MX11,Eaton Fuller RTLO-16913A,40k,1047000,Sonora
Freightliner,Columbia,2018,Cummins ISX15,Detroit DT12,40k,564000,San Luis Potosí
Mack,Anthem,2002,Mack MP7,Mack mDRIVE,46k,166000,Chiapas
International,Durastar,2018,MaxxForce 13,Eaton Fuller 10-speed,40k,588000,Tabasco
Freightliner,M2 106,2012,Detroit DD13,Eaton Fuller 10-speed,46k,434000,Campeche
Kenworth,T660,2016,PACCAR MX13,Eaton Fuller 13-speed,40k,631000,Baja California
Freightliner,Cascadia,2014,Cummins X15,Eaton Fuller 10-speed,40k,477000,Morelos
International,LT625,2022,MaxxForce 13,Eaton Fuller 10-speed,46k,816000,Tamaulipas
Peterbilt,379,2018,Cummins ISX15,Eaton Fuller RTLO-16913A,52k,646000,Baja California Sur
Kenworth,T660,2002,PACCAR MX13,Eaton Fuller RTLO-16718B,46k,273000,San Luis Potosí
Volvo,VNL670,2019,Detroit DD13,Eaton Fuller 10-speed,46k,514000,Sinaloa
Peterbilt,579,2011,PACCAR MX13,Eaton Fuller 18-speed,52k,472000,Jalisco
Peterbilt,379,2010,PACCAR MX11,Eaton Fuller RTLO-16718B,40k,450000,Quintana Roo
Kenworth,T370,2007,PACCAR MX13,Eaton Fuller RTLO-16718B,40k,411000,Yucatán
Kenworth,W900,2022,PACCAR MX13,Eaton Fuller RTLO-16718B,40k,1118000,Chiapas
Mack,Granite,2010,Mack MP8,Eaton Fuller 13-speed,52k,240000,Tlaxcala
Volvo,VNL760,2016,Volvo D13,Eaton Fuller 13-speed,52k,440000,Morelos
Peterbilt,579,2001,Cummins ISX15,Eaton Fuller 18-speed,46k,195000,Tlaxcala
Peterbilt,379,2020,PACCAR MX11,Eaton Fuller 18-speed,52k,800000,Hidalgo
Kenworth,T680,2010,Cummins X15,Eaton Fuller 13-speed,46k,500000,Zacatecas
Mack,Pinnacle,2003,Mack MP7,Eaton Fuller 13-speed,46k,147000,San Luis Potosí
Freightliner,Columbia,2011,Cummins ISX15,Allison 4500RDS,46k,420000,Sonora
Mack,Pinnacle,2019,Mack MP8,Eaton Fuller 18-speed,40k,386000,Puebla
International,9900i,2005,Cummins ISX15,Allison 4000,40k,327000,Quintana Roo
Peterbilt,579,2002,PACCAR MX11,Eaton Fuller 13-speed,40k,298000,Michoacán
Peterbilt,579,2000,PACCAR MX13,Eaton Fuller 13-speed,52k,185000,Hidalgo
Freightliner,M2 106,2000,Cummins ISX15,Allison 4500RDS,46k,206000,Tabasco
Kenworth,T680,2020,Cummins X15,Eaton Fuller RTLO-16913A,46k,959000,Tamaulipas
Peterbilt,579,2019,Cummins ISX15,Eaton UltraShift,40k,723000,Zacatecas
Volvo,VNL670,2003,Detroit DD13,Volvo I-Shift,40k,220000,Chiapas
Kenworth,T800,2008,PACCAR MX13,Eaton Fuller RT-8908LL,52k,454000,Nayarit
Volvo,VNL760,2019,Volvo D13,Eaton Fuller 13-speed,40k,480000,Nuevo León
Kenworth,T370,2001,Cummins ISX15,Eaton UltraShift,46k,278000,Nayarit
Peterbilt,389,2006,PACCAR MX11,Eaton Fuller 18-speed,46k,321000,Yucatán
Mack,Granite,2020,Mack MP7,Eaton Fuller 13-speed,52k,411000,Chihuahua
Freightliner,Cascadia,2019,Mercedes MBE4000,Eaton Fuller RTLO-16913A,46k,640000,Coahuila
Peterbilt,379,2013,PACCAR MX13,Eaton UltraShift,52k,530000,Colima
International,9900i,2007,Cummins ISX15,Eaton Fuller 13-speed,46k,391000,Coahuila
Volvo,VNL670,2012,Volvo D13,Volvo I-Shift,40k,387000,Colima
International,LT625,2018,Cummins ISC 8.3,Allison 4000,52k,593000,Veracruz
Volvo,VNL670,2016,Volvo D13,Eaton Fuller 10-speed,46k,478000,Guerrero
Mack,Anthem,2012,Mack MP8,Eaton Fuller 18-speed,40k,265000,Hidalgo
Kenworth,W900,2012,Cummins X15,Eaton Fuller 18-speed,52k,535000,Coahuila
Kenworth,T660,2014,Cummins X15,Eaton UltraShift,46k,591000,Querétaro
Freightliner,M2 106,2008,Cummins ISX15,Detroit DT12,46k,365000,Guanajuato
Kenworth,T800,2015,PACCAR MX13,Eaton Fuller RTLO-16913A,40k,629000,Baja California Sur
International,Durastar,2004,Cummins ISB 6.7,Eaton Fuller 13-speed,40k,327000,Aguascalientes
Peterbilt,389,2022,PACCAR MX13,Eaton Fuller 18-speed,46k,732000,Nuevo León
Peterbilt,389,2005,PACCAR MX13,Eaton Fuller 18-speed,40k,337000,Colima
Kenworth,T370,2011,Cummins ISX15,Eaton Fuller 13-speed,40k,518000,Puebla
Freightliner,M2 106,2009,Detroit DD15,Detroit DT12,52k,384000,Guerrero
Mack,Granite,2006,Mack MP7,Eaton Fuller 13-speed,52k,180000,Morelos
Kenworth,W900,2020,PACCAR MX13,Eaton Fuller RT-8908LL,52k,961000,Guerrero
International,ProStar,2015,Cummins ISB 6.7,Allison 3000,52k,530000,Aguascalientes
Volvo,VNL670,2011,Volvo D13,Eaton Fuller 13-speed,52k,365000,Zacatecas
Volvo,VNL760,2001,Volvo D13,Eaton Fuller 13-speed,52k,231000,Nayarit
International,Durastar,2008,Cummins ISB 6.7,Allison 3000,52k,380000,Morelos
Freightliner,FLD120,2017,Mercedes MBE4000,Eaton Fuller RTLO-16913A,40k,523000,Estado de México
Volvo,VNL670,2004,Cummins ISX15,Volvo I-Shift,52k,222000,Zacatecas
International,LT625,2014,MaxxForce 15,Eaton Fuller 13-speed,40k,531000,Jalisco
Volvo,VNL760,2021,Detroit DD13,Eaton Fuller 10-speed,52k,662000,Michoacán
Peterbilt,389,2001,Cummins ISX15,Eaton Fuller RTLO-16718B,46k,275000,Oaxaca
Volvo,VNL760,2001,Cummins ISX15,Volvo I-Shift,52k,237000,Campeche
Volvo,VNL760,2010,Cummins ISX15,Volvo I-Shift,40k,350000,Puebla
Kenworth,T370,2009,Cummins ISX15,Eaton Fuller RTLO-16913A,52k,464000,Tabasco
Kenworth,T680,2021,Cummins X15,Eaton Fuller RT-8908LL,52k,814000,Chihuahua
Freightliner,Columbia,2009,Detroit DD15,Allison 4500RDS,46k,378000,Campeche
Freightliner,Cascadia,2010,Mercedes MBE4000,Eaton Fuller RTLO-16913A,40k,400000,Oaxaca
Mack,Anthem,2020,Mack MP10,Eaton Fuller 13-speed,40k,393000,Chihuahua
Volvo,VNL670,2016,Detroit DD13,Eaton Fuller 10-speed,46k,431000,Zacatecas
International,9900i,2020,Cummins ISB 6.7,Eaton Fuller 18-speed,40k,767000,Chihuahua
Peterbilt,379,2006,PACCAR MX11,Eaton Fuller 18-speed,46k,326000,Querétaro
Kenworth,T800,2008,Cummins ISX15,Eaton Fuller RTLO-16913A,40k,446000,Hidalgo
Peterbilt,389,2002,PACCAR MX13,Eaton Fuller 18-speed,46k,234000,Nuevo León
Volvo,VNL760,2005,Detroit DD13,Eaton Fuller 13-speed,52k,250000,Guerrero
Mack,Anthem,2012,Mack MP7,Mack mDRIVE,40k,260000,Yucatán
Kenworth,T370,2012,PACCAR MX13,Eaton UltraShift,52k,553000,Sinaloa
Mack,Anthem,2006,Mack MP7,Eaton Fuller 13-speed,46k,167000,Jalisco
Kenworth,T800,2014,Cummins X15,Eaton Fuller RTLO-16718B,52k,612000,Sonora
Peterbilt,579,2006,Cummins X15,Eaton Fuller 13-speed,40k,311000,Chihuahua
Freightliner,Columbia,2020,Detroit DD15,Eaton Fuller 10-speed,40k,766000,Nuevo León
Freightliner,Cascadia,2020,Mercedes MBE4000,Eaton Fuller 10-speed,46k,644000,Nuevo León
International,LT625,2001,Cummins ISB 6.7,Eaton Fuller 18-speed,52k,302000,Michoacán
Peterbilt,379,2019,Cummins X15,Eaton Fuller 18-speed,40k,647000,Michoacán
Peterbilt,379,2019,PACCAR MX11,Eaton Fuller 13-speed,52k,723000,Tamaulipas
International,9900i,2016,MaxxForce 13,Eaton Fuller 10-speed,46k,620000,Chiapas
Mack,Granite,2016,Mack MP8,Eaton Fuller 13-speed,40k,334000,Coahuila
International,Durastar,2018,Cummins ISC 8.3,Allison 4000,46k,622000,Oaxaca
Kenworth,T370,2017,Cummins X15,Eaton Fuller RTLO-16718B,52k,686000,Quintana Roo
Volvo,VNL760,2014,Detroit DD13,Allison 4000,52k,423000,Sinaloa
International,LT625,2021,MaxxForce 13,Eaton Fuller 13-speed,40k,726000,Oaxaca
Volvo,VNL670,2020,Volvo D13,Eaton Fuller 13-speed,46k,634000,Chihuahua
Mack,Granite,2020,Mack MP10,Eaton Fuller 18-speed,52k,417000,Puebla
International,9900i,2011,Cummins ISB 6.7,Allison 3000,40k,467000,Coahuila
Peterbilt,579,2017,PACCAR MX13,Eaton Fuller 13-speed,40k,569000,Sinaloa
Kenworth,T680,2010,PACCAR MX13,Eaton UltraShift,40k,500000,Michoacán
International,LT625,2006,MaxxForce 13,Eaton Fuller 18-speed,52k,346000,Veracruz
International,Durastar,2006,Cummins ISX15,Allison 4000,52k,326000,Sonora
Peterbilt,389,2001,PACCAR MX13,Eaton Fuller RTLO-16718B,40k,294000,Guerrero
Mack,Anthem,2012,Mack MP8,Mack mDRIVE,52k,262000,Veracruz
Volvo,VNL760,2007,Cummins ISX15,Allison 4000,46k,303000,Tamaulipas
Peterbilt,579,2003,PACCAR MX13,Eaton Fuller 13-speed,40k,254000,Quintana Roo
